,geometry,centroid,centroid_x,centroid_y,zone_label
386,"POLYGON ((-73.93996601241967 40.835528422051475, -73.92988595336485 40.83543535246469, -73.92976281094941 40.8430912312721, -73.93984402942597 40.84318432583366, -73.93996601241967 40.835528422051475))",POINT (-73.93486470193048 40.83930990631273),-73.93486470193048,40.83930990631273,167
387,"POLYGON ((-73.93984402942597 40.84318432583366, -73.92976281094941 40.8430912312721, -73.92963962115144 40.85074709957919, -73.93972199949566 40.85084021912121, -73.93984402942597 40.84318432583366))",POINT (-73.93474211564553 40.84696579237847),-73.93474211564553,40.84696579237847,168
388,"POLYGON ((-73.93972199949566 40.85084021912121, -73.92963962115144 40.85074709957919, -73.92951638395024 40.85840295738543, -73.93959992260824 40.858496101913595, -73.93972199949566 40.85084021912121))",POINT (-73.93461948219071 40.85462166794648),-73.93461948219071,40.85462166794648,169
389,"POLYGON ((-73.93959992260824 40.858496101913595, -73.92951638395024 40.85840295738543, -73.92939309932504 40.86605880469029, -73.93947779874318 40.86615197421028, -73.93959992260824 40.858496101913595))",POINT (-73.9344968015454 40.862277533016226),-73.9344968015454,40.862277533016226,170
390,"POLYGON ((-73.93307109242426 40.63637881961916, -73.92302106927393 40.63628552296798, -73.92289800370382 40.643941649531804, -73.93294917472913 40.644034971245944, -73.93307109242426 40.63637881961916))",POINT (-73.9279848354425 40.640160313737546),-73.9279848354425,40.640160313737546,171
391,"POLYGON ((-73.93294917472913 40.644034971245944, -73.92289800370382 40.643941649531804, -73.9227748908441 40.65159776560372, -73.93282721018528 40.65169111238648, -73.93294917472913 40.644034971245944))",POINT (-73.9278623202747 40.64781644760788),-73.9278623202747,40.64781644760788,172
392,"POLYGON ((-73.93282721018528 40.65169111238648, -73.9227748908441 40.65159776560372, -73.9226517306742 40.659253871183154, -73.93270519877234 40.65934724304021, -73.93282721018528 40.65169111238648))",POINT (-73.92773975802749 40.65547257098887),-73.92773975802749,40.65547257098887,173
393,"POLYGON ((-73.93270519877234 40.65934724304021, -73.9226517306742 40.659253871183154, -73.92252852317355 40.666909966269586, -73.93258314046994 40.66700336320658, -73.93270519877234 40.65934724304021))",POINT (-73.92761714868043 40.663128683879926),-73.92761714868043,40.663128683879926,174
394,"POLYGON ((-73.93258314046994 40.66700336320658, -73.92252852317355 40.666909966269586, -73.92240526832154 40.67456605086244, -73.93246103525767 40.67465947288505, -73.93258314046994 40.66700336320658))",POINT (-73.927494492213 40.67078478628055),-73.927494492213,40.67078478628055,175
395,"POLYGON ((-73.93246103525767 40.67465947288505, -73.92240526832154 40.67456605086244, -73.92228196609761 40.68222212496117, -73.93233888311514 40.68231557207506, -73.93246103525767 40.67465947288505))",POINT (-73.92737178860476 40.678440878190145),-73.92737178860476,40.678440878190145,176
396,"POLYGON ((-73.93233888311514 40.68231557207506, -73.92228196609761 40.68222212496117, -73.92215861648111 40.68987818856524, -73.9322166840219 40.68997166077608, -73.93233888311514 40.68231557207506))",POINT (-73.9272490378351 40.686096959608214),-73.9272490378351,40.686096959608214,177
397,"POLYGON ((-73.9322166840219 40.68997166077608, -73.92215861648111 40.68987818856524, -73.92203521945144 40.697534241674084, -73.93209443795755 40.69762773898757, -73.9322166840219 40.68997166077608))",POINT (-73.92712623988356 40.69375303053415),-73.92712623988356,40.69375303053415,178
398,"POLYGON ((-73.93209443795755 40.69762773898757, -73.92203521945144 40.697534241674084, -73.92191177498796 40.70519028428718, -73.93197214490162 40.70528380670896, -73.93209443795755 40.69762773898757))",POINT (-73.9270033947296 40.701409090967466),-73.9270033947296,40.701409090967466,179
399,"POLYGON ((-73.93197214490162 40.70528380670896, -73.92191177498796 40.70519028428718, -73.92178828307 40.712846316403954, -73.93184980483367 40.71293986393973, -73.93197214490162 40.70528380670896))",POINT (-73.92688050235269 40.709065140907576),-73.92688050235269,40.709065140907576,180
400,"POLYGON ((-73.93184980483367 40.71293986393973, -73.92178828307 40.712846316403954, -73.9216647436769 40.72050233802388, -73.93172741773321 40.72059591067932, -73.93184980483367 40.71293986393973))",POINT (-73.92675756273223 40.71672118035395),-73.92675756273223,40.71672118035395,181
402,"POLYGON ((-73.93160498357977 40.7282519469272, -73.921541156788 40.72815834914639, -73.92141752238258 40.735814349770955, -73.93148250235285 40.73590797268281, -73.93160498357977 40.7282519469272))",POINT (-73.92651154167838 40.732033227763296),-73.92651154167838,40.732033227763296,182
403,"POLYGON ((-73.93148250235285 40.73590797268281, -73.92141752238258 40.735814349770955, -73.92129384043997 40.74347033989704, -73.93135997403192 40.74356398794562, -73.93148250235285 40.73590797268281))",POINT (-73.92638846020382 40.739689235725194),-73.92638846020382,40.739689235725194,183
404,"POLYGON ((-73.93135997403192 40.74356398794562, -73.92129384043997 40.74347033989704, -73.92117011093943 40.75112631952407, -73.93123739859648 40.75121999271511, -73.93135997403192 40.74356398794562))",POINT (-73.92626533140334 40.747345233191176),-73.92626533140334,40.747345233191176,184
405,"POLYGON ((-73.93123739859648 40.75121999271511, -73.92117011093943 40.75112631952407, -73.92104633386023 40.75878228865153, -73.93111477602596 40.758875986990695, -73.93123739859648 40.75121999271511))",POINT (-73.92614215525633 40.7550012201607),-73.92614215525633,40.7550012201607,185
406,"POLYGON ((-73.93111477602596 40.758875986990695, -73.92104633386023 40.75878228865153, -73.92092250918162 40.76643824727886, -73.93099210629985 40.766531970771865, -73.93111477602596 40.758875986990695))",POINT (-73.92601893174212 40.76265719663323),-73.92601893174212,40.76265719663323,186
407,"POLYGON ((-73.93099210629985 40.766531970771865, -73.92092250918162 40.76643824727886, -73.92079863688288 40.774094195405524, -73.93086938939754 40.77418794405807, -73.93099210629985 40.766531970771865))",POINT (-73.92589566084008 40.770313162608204),-73.92589566084008,40.770313162608204,187
408,"POLYGON ((-73.93086938939754 40.77418794405807, -73.92079863688288 40.774094195405524, -73.9206747169432 40.781750133031, -73.9307466252985 40.781843906848785, -73.93086938939754 40.77418794405807))",POINT (-73.92577234252953 40.77796911808512),-73.92577234252953,40.77796911808512,188
409,"POLYGON ((-73.9307466252985 40.781843906848785, -73.9206747169432 40.781750133031, -73.9205507493418 40.78940606015472, -73.93062381398211 40.78949985914346, -73.9307466252985 40.781843906848785))",POINT (-73.9256489767898 40.78562506306341),-73.9256489767898,40.78562506306341,189
410,"POLYGON ((-73.93062381398211 40.78949985914346, -73.9205507493418 40.78940606015472, -73.92042673405788 40.797061976776156, -73.93050095542777 40.79715580094156, -73.93062381398211 40.78949985914346))",POINT (-73.9255255636002 40.793280997542546),-73.9255255636002,40.793280997542546,190
411,"POLYGON ((-73.93050095542777 40.79715580094156, -73.92042673405788 40.797061976776156, -73.92030267107064 40.804717882894764, -73.93037804961487 40.80481173224255, -73.93050095542777 40.79715580094156))",POINT (-73.92540210294 40.80093692152198),-73.92540210294,40.80093692152198,191
412,"POLYGON ((-73.93037804961487 40.80481173224255, -73.92030267107064 40.804717882894764, -73.92017856035929 40.81237377850999, -73.93025509652277 40.812467653045886, -73.93037804961487 40.80481173224255))",POINT (-73.92527859478852 40.80859283500119),-73.92527859478852,40.80859283500119,192
413,"POLYGON ((-73.93025509652277 40.812467653045886, -73.92017856035929 40.81237377850999, -73.92005440190292 40.82002966362134, -73.93013209613085 40.82012356335105, -73.93025509652277 40.812467653045886))",POINT (-73.92515503912497 40.81624873797963),-73.92515503912497,40.81624873797963,193
414,"POLYGON ((-73.93013209613085 40.82012356335105, -73.92005440190292 40.82002966362134, -73.91993019568073 40.82768553822824, -73.93000904841843 40.8277794631575, -73.93013209613085 40.82012356335105))",POINT (-73.92503143592866 40.823904630456774),-73.92503143592866,40.823904630456774,194
415,"POLYGON ((-73.93000904841843 40.8277794631575, -73.91993019568073 40.82768553822824, -73.91980594167185 40.835341402330165, -73.92988595336485 40.83543535246469, -73.93000904841843 40.8277794631575))",POINT (-73.9249077851788 40.83156051243206),-73.9249077851788,40.83156051243206,195
416,"POLYGON ((-73.92988595336485 40.83543535246469, -73.91980594167185 40.835341402330165, -73.9196816398554 40.84299725592657, -73.92976281094941 40.8430912312721, -73.92988595336485 40.83543535246469))",POINT (-73.92478408685459 40.839216383904976),-73.92478408685459,40.839216383904976,196
417,"POLYGON ((-73.92976281094941 40.8430912312721, -73.9196816398554 40.84299725592657, -73.91955729021048 40.850653099016924, -73.92963962115144 40.85074709957919, -73.92976281094941 40.8430912312721))",POINT (-73.92466034093532 40.84687224487498),-73.92466034093532,40.84687224487498,197
418,"POLYGON ((-73.92963962115144 40.85074709957919, -73.91955729021048 40.850653099016924, -73.91943289271619 40.858308931600696, -73.92951638395024 40.85840295738543, -73.92963962115144 40.85074709957919))",POINT (-73.9245365474001 40.854528095341536),-73.9245365474001,40.854528095341536,198
419,"POLYGON ((-73.92951638395024 40.85840295738543, -73.91943289271619 40.858308931600696, -73.91930844735163 40.86596475367735, -73.92939309932504 40.86605880469029, -73.92951638395024 40.85840295738543))",POINT (-73.92441270622818 40.86218393530411),-73.92441270622818,40.86218393530411,199
420,"POLYGON ((-73.92302106927393 40.63628552296798, -73.91297109339266 40.63619135190393, -73.91284687996814 40.64384745316996, -73.92289800370382 40.643941649531804, -73.92302106927393 40.63628552296798))",POINT (-73.91793426199818 40.64006656728908),-73.91793426199818,40.64006656728908,200
421,"POLYGON ((-73.92289800370382 40.643941649531804, -73.91284687996814 40.64384745316996, -73.91272261881312 40.65150354393837, -73.9227748908441 40.65159776560372, -73.92289800370382 40.643941649531804))",POINT (-73.91781059874526 40.647722675976205),-73.91781059874526,40.647722675976205,201
422,"POLYGON ((-73.9227748908441 40.65159776560372, -73.91272261881312 40.65150354393837, -73.91259830990683 40.659159624208584, -73.9226517306742 40.659253871183154, -73.9227748908441 40.65159776560372))",POINT (-73.9176868879719 40.65537877416828),-73.9176868879719,40.65537877416828,202
423,"POLYGON ((-73.9226517306742 40.659253871183154, -73.91259830990683 40.659159624208584, -73.9124739532285 40.66681569398008, -73.92252852317355 40.666909966269586, -73.9226517306742 40.659253871183154))",POINT (-73.91756312965754 40.66303486186475),-73.91756312965754,40.66303486186475,203
424,"POLYGON ((-73.92252852317355 40.666909966269586, -73.9124739532285 40.66681569398008, -73.91234954875736 40.67447175325227, -73.92240526832154 40.67456605086244, -73.92252852317355 40.666909966269586))",POINT (-73.91743932378142 40.67069093906508),-73.91743932378142,40.67069093906508,204
425,"POLYGON ((-73.92240526832154 40.67456605086244, -73.91234954875736 40.67447175325227, -73.91222509647264 40.68212780202462, -73.92228196609761 40.68222212496117, -73.92240526832154 40.67456605086244))",POINT (-73.91731547032286 40.678347005768686),-73.91731547032286,40.678347005768686,205
426,"POLYGON ((-73.92228196609761 40.68222212496117, -73.91222509647264 40.68212780202462, -73.9121005963535 40.689783840296585, -73.92215861648111 40.68987818856524, -73.92228196609761 40.68222212496117))",POINT (-73.91719156926118 40.68600306197507),-73.91719156926118,40.68600306197507,206
427,"POLYGON ((-73.92215861648111 40.68987818856524, -73.9121005963535 40.689783840296585, -73.91197604837915 40.69743986806762, -73.92203521945144 40.697534241674084, -73.92215861648111 40.68987818856524))",POINT (-73.91706762057566 40.693659107683644),-73.91706762057566,40.693659107683644,207
428,"POLYGON ((-73.92203521945144 40.697534241674084, -73.91197604837915 40.69743986806762, -73.91185145252875 40.70509588533714, -73.92191177498796 40.70519028428718, -73.92203521945144 40.697534241674084))",POINT (-73.9169436242456 40.701315142893854),-73.9169436242456,40.701315142893854,208
429,"POLYGON ((-73.92191177498796 40.70519028428718, -73.91185145252875 40.70509588533714, -73.91172680878144 40.71275189210461, -73.92178828307 40.712846316403954, -73.92191177498796 40.70519028428718))",POINT (-73.9168195802502 40.70897116760519),-73.9168195802502,40.70897116760519,209
430,"POLYGON ((-73.92178828307 40.712846316403954, -73.91172680878144 40.71275189210461, -73.91160211711639 40.7204078883695, -73.9216647436769 40.72050233802388, -73.92178828307 40.712846316403954))",POINT (-73.91669548856876 40.71662718181707),-73.91669548856876,40.71662718181707,210
431,"POLYGON ((-73.9216647436769 40.72050233802388, -73.91160211711639 40.7204078883695, -73.91147737751271 40.728063874131244, -73.921541156788 40.72815834914639, -73.9216647436769 40.72050233802388))",POINT (-73.91657134918047 40.72428318552894),-73.91657134918047,40.72428318552894,211
432,"POLYGON ((-73.921541156788 40.72815834914639, -73.91147737751271 40.728063874131244, -73.91135258994953 40.7357198493893, -73.92141752238258 40.735814349770955, -73.921541156788 40.72815834914639))",POINT (-73.91644716206459 40.73193917874027),-73.91644716206459,40.73193917874027,212
433,"POLYGON ((-73.92141752238258 40.735814349770955, -73.91135258994953 40.7357198493893, -73.91122775440594 40.743375814143114, -73.92129384043997 40.74347033989704, -73.92141752238258 40.735814349770955))",POINT (-73.91632292720028 40.73959516145054),-73.91632292720028,40.73959516145054,213
434,"POLYGON ((-73.92129384043997 40.74347033989704, -73.91122775440594 40.743375814143114, -73.91110287086104 40.75103176839214, -73.92117011093943 40.75112631952407, -73.92129384043997 40.74347033989704))",POINT (-73.91619864456676 40.74725113365914),-73.91619864456676,40.74725113365914,214
435,"POLYGON ((-73.92117011093943 40.75112631952407, -73.91110287086104 40.75103176839214, -73.9109779392939 40.75868771213584, -73.92104633386023 40.75878228865153, -73.92117011093943 40.75112631952407))",POINT (-73.91607431414323 40.75490709536559),-73.91607431414323,40.75490709536559,215
436,"POLYGON ((-73.92104633386023 40.75878228865153, -73.9109779392939 40.75868771213584, -73.91085295968358 40.76634364537366, -73.92092250918162 40.76643824727886, -73.92104633386023 40.75878228865153))",POINT (-73.9159499359088 40.7625630465693),-73.9159499359088,40.7625630465693,216
437,"POLYGON ((-73.92092250918162 40.76643824727886, -73.91085295968358 40.76634364537366, -73.91072793200912 40.773999568105054, -73.92079863688288 40.774094195405524, -73.92092250918162 40.76643824727886))",POINT (-73.91582550984266 40.77021898726974),-73.91582550984266,40.77021898726974,217
438,"POLYGON ((-73.92079863688288 40.774094195405524, -73.91072793200912 40.773999568105054, -73.9106028562496 40.78165548032948, -73.9206747169432 40.781750133031, -73.92079863688288 40.774094195405524))",POINT (-73.91570103592397 40.77787491746638),-73.91570103592397,40.77787491746638,218
439,"POLYGON ((-73.9206747169432 40.781750133031, -73.9106028562496 40.78165548032948, -73.91047773238398 40.78931138204642, -73.9205507493418 40.78940606015472, -73.9206747169432 40.781750133031))",POINT (-73.9155765141318 40.78553083715867),-73.9155765141318,40.78553083715867,219
440,"POLYGON ((-73.9205507493418 40.78940606015472, -73.91047773238398 40.78931138204642, -73.9103525603913 40.796967273255284, -73.92042673405788 40.797061976776156, -73.9205507493418 40.78940606015472))",POINT (-73.91545194444531 40.79318674634605),-73.91545194444531,40.79318674634605,220
441,"POLYGON ((-73.92042673405788 40.797061976776156, -73.9103525603913 40.796967273255284, -73.91022734025057 40.80462315395556, -73.92030267107064 40.804717882894764, -73.92042673405788 40.797061976776156))",POINT (-73.91532732684355 40.80084264502802),-73.91532732684355,40.80084264502802,221
442,"POLYGON ((-73.92030267107064 40.804717882894764, -73.91022734025057 40.80462315395556, -73.91010207194076 40.812279024146704, -73.92017856035929 40.81237377850999, -73.92030267107064 40.804717882894764))",POINT (-73.91520266130567 40.808498533203995),-73.91520266130567,40.808498533203995,222
443,"POLYGON ((-73.92017856035929 40.81237377850999, -73.91010207194076 40.812279024146704, -73.90997675544082 40.81993488382817, -73.92005440190292 40.82002966362134, -73.92017856035929 40.81237377850999))",POINT (-73.91507794781069 40.81615441087346),-73.91507794781069,40.81615441087346,223
444,"POLYGON ((-73.92005440190292 40.82002966362134, -73.90997675544082 40.81993488382817, -73.90985139072974 40.82759073299941, -73.91993019568073 40.82768553822824, -73.92005440190292 40.82002966362134))",POINT (-73.91495318633768 40.82381027803587),-73.91495318633768,40.82381027803587,224
445,"POLYGON ((-73.91993019568073 40.82768553822824, -73.90985139072974 40.82759073299941, -73.90972597778642 40.835246571659894, -73.91980594167185 40.835341402330165, -73.91993019568073 40.82768553822824))",POINT (-73.91482837686573 40.831466134690686),-73.91482837686573,40.831466134690686,225
446,"POLYGON ((-73.91980594167185 40.835341402330165, -73.90972597778642 40.835246571659894, -73.90960051658983 40.842902399809084, -73.9196816398554 40.84299725592657, -73.91980594167185 40.835341402330165))",POINT (-73.91470351937382 40.83912198083736),-73.91470351937382,40.83912198083736,226
447,"POLYGON ((-73.9196816398554 40.84299725592657, -73.90960051658983 40.842902399809084, -73.90947500711886 40.85055821744645, -73.91955729021048 40.850653099016924, -73.9196816398554 40.84299725592657))",POINT (-73.91457861384096 40.84677781647538),-73.91457861384096,40.84677781647538,227
448,"POLYGON ((-73.91955729021048 40.850653099016924, -73.90947500711886 40.85055821744645, -73.90934944935243 40.858214024571424, -73.91943289271619 40.858308931600696, -73.91955729021048 40.850653099016924))",POINT (-73.9144536602462 40.85443364160418),-73.9144536602462,40.85443364160418,228
449,"POLYGON ((-73.91943289271619 40.858308931600696, -73.90934944935243 40.858214024571424, -73.9092238432694 40.8658698211835, -73.91930844735163 40.86596475367735, -73.91943289271619 40.858308931600696))",POINT (-73.91432865856852 40.86208945622325),-73.91432865856852,40.86208945622325,229
450,"POLYGON ((-73.91297109339266 40.63619135190393, -73.90292116522119 40.63609630643898, -73.90279580396299 40.64375238217239, -73.91284687996814 40.64384745316996, -73.91297109339266 40.63619135190393))",POINT (-73.90788373605365 40.63997194631634),-73.90788373605365,40.63997194631634,230
451,"POLYGON ((-73.91284687996814 40.64384745316996, -73.90279580396299 40.64375238217239, -73.90267039453339 40.651408447402424, -73.91272261881312 40.65150354393837, -73.91284687996814 40.64384745316996))",POINT (-73.90775892473621 40.64762802958537),-73.90775892473621,40.64762802958537,231
452,"POLYGON ((-73.91272261881312 40.65150354393837, -73.90267039453339 40.651408447402424, -73.90254493691147 40.65906450212849, -73.91259830990683 40.659159624208584, -73.91272261881312 40.65150354393837))",POINT (-73.90763406545742 40.65528410235363),-73.90763406545742,40.65528410235363,232
453,"POLYGON ((-73.91259830990683 40.659159624208584, -73.90254493691147 40.65906450212849, -73.90241943107624 40.66672054635007, -73.9124739532285 40.66681569398008, -73.91259830990683 40.659159624208584))",POINT (-73.90750915819635 40.662940164620544),-73.90750915819635,40.662940164620544,233
454,"POLYGON ((-73.9124739532285 40.66681569398008, -73.90241943107624 40.66672054635007, -73.90229387700677 40.67437658006657, -73.91234954875736 40.67447175325227, -73.9124739532285 40.66681569398008))",POINT (-73.9073842029322 40.67059621638557),-73.9073842029322,40.67059621638557,234
455,"POLYGON ((-73.91234954875736 40.67447175325227, -73.90229387700677 40.67437658006657, -73.90216827468205 40.68203260327746, -73.91222509647264 40.68212780202462, -73.91234954875736 40.67447175325227))",POINT (-73.9072591996441 40.67825225764813),-73.9072591996441,40.67825225764813,235
456,"POLYGON ((-73.91222509647264 40.68212780202462, -73.90216827468205 40.68203260327746, -73.9020426240811 40.68968861598217, -73.9121005963535 40.689783840296585, -73.91222509647264 40.68212780202462))",POINT (-73.90713414831112 40.6859082884077),-73.90713414831112,40.6859082884077,236
457,"POLYGON ((-73.9121005963535 40.689783840296585, -73.9020426240811 40.68968861598217, -73.9019169251829 40.697344618180175, -73.91197604837915 40.69743986806762, -73.9121005963535 40.689783840296585))",POINT (-73.90700904891236 40.69356430866374),-73.90700904891236,40.69356430866374,237
458,"POLYGON ((-73.91197604837915 40.69743986806762, -73.9019169251829 40.697344618180175, -73.90179117796643 40.705000609870886, -73.91185145252875 40.70509588533714, -73.91197604837915 40.69743986806762))",POINT (-73.90688390142688 40.70122031841566),-73.90688390142688,40.70122031841566,238
459,"POLYGON ((-73.91185145252875 40.70509588533714, -73.90179117796643 40.705000609870886, -73.90166538241064 40.712656591053765, -73.91172680878144 40.71275189210461, -73.91185145252875 40.70509588533714))",POINT (-73.90675870583378 40.708876317662906),-73.90675870583378,40.708876317662906,239
460,"POLYGON ((-73.91172680878144 40.71275189210461, -73.90166538241064 40.712656591053765, -73.9015395384945 40.720312561728264, -73.91160211711639 40.7204078883695, -73.91172680878144 40.71275189210461))",POINT (-73.90663346211213 40.71653230640496),-73.90663346211213,40.71653230640496,240
461,"POLYGON ((-73.91160211711639 40.7204078883695, -73.9015395384945 40.720312561728264, -73.90141364619694 40.72796852189383, -73.91147737751271 40.728063874131244, -73.91160211711639 40.7204078883695))",POINT (-73.90650817024091 40.72418828464124),-73.90650817024091,40.72418828464124,241
462,"POLYGON ((-73.91147737751271 40.728063874131244, -73.90141364619694 40.72796852189383, -73.90128770549688 40.73562447154989, -73.91135258994953 40.7357198493893, -73.91147737751271 40.728063874131244))",POINT (-73.90638283019919 40.73184425237122),-73.90638283019919,40.73184425237122,242
463,"POLYGON ((-73.91135258994953 40.7357198493893, -73.90128770549688 40.73562447154989, -73.90116171637324 40.743280410695945, -73.91122775440594 40.743375814143114, -73.91135258994953 40.7357198493893))",POINT (-73.90625744196596 40.73950020959433),-73.90625744196596,40.73950020959433,243
464,"POLYGON ((-73.91122775440594 40.743375814143114, -73.90116171637324 40.743280410695945, -73.90103567880489 40.75093633933139, -73.91110287086104 40.75103176839214, -73.91122775440594 40.743375814143114))",POINT (-73.90613200552023 40.74715615631004),-73.90613200552023,40.74715615631004,244
465,"POLYGON ((-73.91110287086104 40.75103176839214, -73.90103567880489 40.75093633933139, -73.90090959277074 40.75859225745571, -73.9109779392939 40.75868771213584, -73.91110287086104 40.75103176839214))",POINT (-73.90600652084099 40.7548120925178),-73.90600652084099,40.7548120925178,245
466,"POLYGON ((-73.9109779392939 40.75868771213584, -73.90090959277074 40.75859225745571, -73.90078345824965 40.766248165068326, -73.91085295968358 40.76634364537366, -73.9109779392939 40.75868771213584))",POINT (-73.90588098790721 40.76246801821705),-73.90588098790721,40.76246801821705,246
467,"POLYGON ((-73.91085295968358 40.76634364537366, -73.90078345824965 40.766248165068326, -73.90065727522048 40.77390406216873, -73.91072793200912 40.773999568105054, -73.91085295968358 40.76634364537366))",POINT (-73.90575540669785 40.77012393340724),-73.90575540669785,40.77012393340724,247
468,"POLYGON ((-73.91072793200912 40.773999568105054, -73.90065727522048 40.77390406216873, -73.90053104366207 40.781559948756346, -73.9106028562496 40.78165548032948, -73.91072793200912 40.773999568105054))",POINT (-73.90562977719183 40.777779838087845),-73.90562977719183,40.777779838087845,248
469,"POLYGON ((-73.9106028562496 40.78165548032948, -73.90053104366207 40.781559948756346, -73.90040476355324 40.78921582483065, -73.91047773238398 40.78931138204642, -73.9106028562496 40.78165548032948))",POINT (-73.90550409936814 40.785435732258314),-73.90550409936814,40.785435732258314,249
472,"POLYGON ((-73.91022734025057 40.80462315395556, -73.90015205759958 40.80452754543707, -73.90002563171235 40.81218338996812, -73.91010207194076 40.812279024146704, -73.91022734025057 40.80462315395556))",POINT (-73.9051267757799 40.80840335170343),-73.9051267757799,40.80840335170343,250
473,"POLYGON ((-73.91010207194076 40.812279024146704, -73.90002563171235 40.81218338996812, -73.89989915718989 40.819839223983664, -73.90997675544082 40.81993488382817, -73.91010207194076 40.812279024146704))",POINT (-73.90500090447445 40.8160592038279),-73.90500090447445,40.8160592038279,251
474,"POLYGON ((-73.90997675544082 40.81993488382817, -73.89989915718989 40.819839223983664, -73.89977263401096 40.82749504748314, -73.90985139072974 40.82759073299941, -73.90997675544082 40.81993488382817))",POINT (-73.90487498474572 40.823715045439506),-73.90487498474572,40.823715045439506,252
475,"POLYGON ((-73.90985139072974 40.82759073299941, -73.89977263401096 40.82749504748314, -73.89964606215429 40.835150860466044, -73.90972597778642 40.835246571659894, -73.90985139072974 40.82759073299941))",POINT (-73.9047490165726 40.831370876537704),-73.9047490165726,40.831370876537704,253
476,"POLYGON ((-73.90972597778642 40.835246571659894, -73.89964606215429 40.835150860466044, -73.89951944159864 40.84280666293181, -73.90960051658983 40.842902399809084, -73.90972597778642 40.835246571659894))",POINT (-73.90462299993393 40.83902669712197),-73.90462299993393,40.83902669712197,254
477,"POLYGON ((-73.90960051658983 40.842902399809084, -73.89951944159864 40.84280666293181, -73.89939277232273 40.850462454879896, -73.90947500711886 40.85055821744645, -73.90960051658983 40.842902399809084))",POINT (-73.90449693480855 40.846682507191765),-73.90449693480855,40.846682507191765,255
478,"POLYGON ((-73.90947500711886 40.85055821744645, -73.89939277232273 40.850462454879896, -73.89926605430526 40.858118236309764, -73.90934944935243 40.858214024571424, -73.90947500711886 40.85055821744645))",POINT (-73.90437082117522 40.85433830674652),-73.90437082117522,40.85433830674652,256
479,"POLYGON ((-73.90934944935243 40.858214024571424, -73.89926605430526 40.858118236309764, -73.8991392875249 40.86577400722089, -73.9092238432694 40.8658698211835, -73.90934944935243 40.858214024571424))",POINT (-73.9042446590128 40.86199409578573),-73.9042446590128,40.86199409578573,257
480,"POLYGON ((-73.90292116522119 40.63609630643898, -73.89287128520014 40.63600038658526, -73.8927447761292 40.64365643655123, -73.90279580396299 40.64375238217239, -73.90292116522119 40.63609630643898))",POINT (-73.89783325804966 40.63987645083133),-73.89783325804966,40.63987645083133,258
481,"POLYGON ((-73.90279580396299 40.64375238217239, -73.8927447761292 40.64365643655123, -73.89261821844599 40.651312476007995, -73.90267039453339 40.651408447402424, -73.90279580396299 40.64375238217239))",POINT (-73.89770729868853 40.647532508447426),-73.89770729868853,40.647532508447426,259
482,"POLYGON ((-73.90267039453339 40.651408447402424, -73.89261821844599 40.651312476007995, -73.89249161212939 40.658968504955, -73.90254493691147 40.65906450212849, -73.90267039453339 40.651408447402424))",POINT (-73.8975812909251 40.65518855555698),-73.8975812909251,40.65518855555698,260
483,"POLYGON ((-73.90254493691147 40.65906450212849, -73.89249161212939 40.658968504955, -73.89236495715825 40.666624523391675, -73.90241943107624 40.66672054635007, -73.90254493691147 40.65906450212849))",POINT (-73.89745523473826 40.66284459215939),-73.89745523473826,40.66284459215939,261
484,"POLYGON ((-73.90241943107624 40.66672054635007, -73.89236495715825 40.666624523391675, -73.89223825351142 40.67428053131746, -73.90229387700677 40.67437658006657, -73.90241943107624 40.66672054635007))",POINT (-73.897329130107 40.6705006182541),-73.897329130107,40.6705006182541,262
485,"POLYGON ((-73.90229387700677 40.67437658006657, -73.89223825351142 40.67428053131746, -73.89211150116772 40.68193652873178, -73.90216827468205 40.68203260327746, -73.90229387700677 40.67437658006657))",POINT (-73.89720297701021 40.678156633840565),-73.89720297701021,40.678156633840565,263
486,"POLYGON ((-73.90216827468205 40.68203260327746, -73.89211150116772 40.68193652873178, -73.89198470010595 40.68959251563413, -73.9020426240811 40.68968861598217, -73.90216827468205 40.68203260327746))",POINT (-73.89707677542681 40.68581263891823),-73.89707677542681,40.68581263891823,264
487,"POLYGON ((-73.9020426240811 40.68968861598217, -73.89198470010595 40.68959251563413, -73.89185785030492 40.6972484920239, -73.9019169251829 40.697344618180175, -73.9020426240811 40.68968861598217))",POINT (-73.89695052533571 40.693468633486525),-73.89695052533571,40.693468633486525,265
488,"POLYGON ((-73.9019169251829 40.697344618180175, -73.89185785030492 40.6972484920239, -73.89173095174341 40.70490445790056, -73.90179117796643 40.705000609870886, -73.9019169251829 40.697344618180175))",POINT (-73.8968242267158 40.70112461754492),-73.8968242267158,40.70112461754492,266
489,"POLYGON ((-73.90179117796643 40.705000609870886, -73.89173095174341 40.70490445790056, -73.8916040044002 40.712560413263546, -73.90166538241064 40.712656591053765, -73.90179117796643 40.705000609870886))",POINT (-73.89669787954594 40.708780591092825),-73.89669787954594,40.708780591092825,267
490,"POLYGON ((-73.90166538241064 40.712656591053765, -73.8916040044002 40.712560413263546, -73.89147700825403 40.72021635811231, -73.9015395384945 40.720312561728264, -73.90166538241064 40.712656591053765))",POINT (-73.89657148380502 40.716436554129714),-73.89657148380502,40.716436554129714,268
